timestamp,Humidity(%),Temperature
2025-09-24 13:17:41+00:00,64.9,27.15
2025-09-24 13:17:59+00:00,65.2,27.17
2025-09-24 13:18:15+00:00,60.5,27.4
2025-09-24 13:18:32+00:00,62.0,27.64
2025-09-24 13:18:47+00:00,67.2,25.79
2025-09-24 13:19:05+00:00,66.3,25.74
2025-09-24 13:19:21+00:00,67.7,25.56
2025-09-24 13:19:38+00:00,67.4,25.56
2025-09-24 13:19:54+00:00,63.4,27.5
2025-09-24 13:20:11+00:00,65.2,27.15
2025-09-24 13:20:29+00:00,61.8,27.42
2025-09-24 13:20:44+00:00,62.4,27.6
2025-09-24 13:21:02+00:00,66.4,25.93
2025-09-24 13:21:30+00:00,65.8,25.68
2025-09-24 13:21:47+00:00,67.5,25.52
2025-09-24 13:22:03+00:00,67.2,25.67
2025-09-24 13:22:23+00:00,63.4,27.5
2025-09-24 13:22:40+00:00,65.1,27.17
2025-09-24 13:23:04+00:00,61.2,27.4
2025-09-24 13:23:21+00:00,61.8,27.7
2025-09-24 13:23:38+00:00,67.0,25.76
2025-09-24 13:23:58+00:00,65.8,25.68
2025-09-24 13:24:20+00:00,67.4,25.51
2025-09-24 13:24:37+00:00,67.2,25.67
2025-09-24 13:25:00+00:00,64.4,27.22
2025-09-24 13:25:16+00:00,63.3,27.29
2025-09-24 13:25:33+00:00,64.0,27.47
2025-09-24 13:25:49+00:00,66.4,25.93
2025-09-24 13:26:06+00:00,65.7,25.67
2025-09-24 13:26:21+00:00,67.7,25.58
2025-09-24 13:26:39+00:00,67.2,25.56
2025-09-24 13:26:55+00:00,67.2,25.71
2025-09-24 13:27:10+00:00,65.2,27.13
2025-09-24 13:27:26+00:00,65.2,27.17
2025-09-24 13:27:43+00:00,61.2,27.4
2025-09-24 13:27:58+00:00,62.4,27.67
2025-09-24 13:28:21+00:00,66.9,25.78
2025-09-24 13:28:38+00:00,65.8,25.68
2025-09-24 13:28:55+00:00,67.2,25.56
2025-09-24 13:29:18+00:00,67.2,25.67
2025-09-24 13:29:34+00:00,64.9,27.15
2025-09-24 13:29:51+00:00,65.2,27.15
2025-09-24 13:30:17+00:00,61.8,27.4
2025-09-24 13:30:32+00:00,62.6,27.43
2025-09-24 13:31:03+00:00,67.2,25.79
2025-09-24 13:31:28+00:00,65.8,25.68
2025-09-24 13:31:44+00:00,67.4,25.51
2025-09-24 13:32:00+00:00,67.2,25.67
2025-09-24 13:32:17+00:00,65.2,27.13
2025-09-24 13:32:34+00:00,61.8,27.4
2025-09-24 13:32:49+00:00,61.2,27.4
2025-09-24 13:33:10+00:00,62.4,27.6
2025-09-24 13:33:25+00:00,66.9,25.78
2025-09-24 13:33:42+00:00,67.0,25.61
2025-09-24 13:34:17+00:00,67.2,25.52
2025-09-24 13:34:33+00:00,64.6,26.94
2025-09-24 13:34:48+00:00,65.0,27.17
2025-09-24 13:35:08+00:00,62.1,27.44
2025-09-24 13:35:24+00:00,60.5,27.4
2025-09-24 13:35:40+00:00,62.6,27.43
2025-09-24 13:36:02+00:00,61.8,27.7
2025-09-24 13:36:18+00:00,66.3,25.74
2025-09-24 13:36:34+00:00,67.7,25.56
2025-09-24 13:36:50+00:00,67.3,25.56
2025-09-24 13:37:11+00:00,67.2,25.71
2025-09-24 13:37:28+00:00,65.1,27.15
2025-09-24 13:37:44+00:00,61.8,27.42
2025-09-24 13:38:01+00:00,62.4,27.6
2025-09-24 13:38:17+00:00,66.9,25.78
2025-09-24 13:38:32+00:00,65.9,25.69
2025-09-24 13:38:58+00:00,67.2,25.52
2025-09-24 13:39:14+00:00,64.7,26.82
2025-09-24 13:39:30+00:00,65.1,27.15
2025-09-24 13:39:45+00:00,61.8,27.4
2025-09-24 13:40:00+00:00,61.8,27.54
2025-09-24 13:40:23+00:00,67.2,25.79
2025-09-24 13:40:40+00:00,65.8,25.68
2025-09-24 13:40:56+00:00,67.5,25.52
2025-09-24 13:41:13+00:00,67.2,25.67
2025-09-24 13:41:30+00:00,64.9,27.15
2025-09-24 13:41:47+00:00,62.1,27.44
2025-09-24 13:42:12+00:00,64.0,27.47
2025-09-24 13:42:33+00:00,61.8,27.7
2025-09-24 13:42:53+00:00,67.0,25.76
2025-09-24 13:43:09+00:00,67.0,25.61
2025-09-24 13:43:31+00:00,67.2,25.56
2025-09-24 13:43:48+00:00,64.7,26.82
2025-09-24 13:44:04+00:00,65.0,27.17
2025-09-24 13:44:21+00:00,60.5,27.4
2025-09-24 13:44:44+00:00,61.8,27.54
